meter_id,DateTime,consumption
MAC000070,08/06/13 21:30,0.117
MAC000070,08/06/13 22:00,0.055
MAC000070,08/06/13 22:30,0.07
MAC000070,08/06/13 23:00,0.089
MAC000070,08/06/13 23:30,-0.087
MAC000070,09/06/13 00:00,0.065
MAC000070,09/06/13 00:30,0.016
MAC000070,09/06/13 01:00,0.019
MAC000070,09/06/13 01:30,0.037
MAC000070,09/06/13 02:00,0
MAC000070,09/06/13 02:30,0
MAC000070,09/06/13 03:00,0
MAC000070,09/06/13 03:30,0.034
MAC000070,09/06/13 04:00,0.036
MAC000070,09/06/13 04:30,0.085
MAC000070,09/06/13 05:00,0.022
MAC000070,09/06/13 05:30,0
MAC000070,09/06/13 06:00,0
MAC000070,09/06/13 06:30,0.031
MAC000070,09/06/13 07:00,0.038
MAC000070,09/06/13 07:30,0.035
MAC000070,09/06/13 08:00,0.035
MAC000070,09/06/13 08:30,0
MAC000070,09/06/13 09:00,0.096
MAC000070,09/06/13 09:30,0.292
MAC000070,09/06/13 10:00,0.263
MAC000070,09/06/13 10:30,-0.081
MAC000070,09/06/13 11:00,0.187
MAC000070,09/06/13 11:30,0.025
MAC000070,09/06/13 12:00,0.045
MAC000070,09/06/13 12:30,0.046
MAC000070,09/06/13 13:00,0.046
MAC000070,09/06/13 13:30,0.121
MAC000070,09/06/13 14:00,0.202
MAC000070,09/06/13 14:30,0.215
MAC000070,09/06/13 15:00,0.2
MAC000070,09/06/13 15:30,-0.175
MAC000070,09/06/13 16:00,0.065
MAC000070,09/06/13 16:30,0.306
MAC000070,09/06/13 17:00,1000000
MAC000070,09/06/13 17:30,0.056
MAC000070,09/06/13 18:00,0.07
MAC000070,09/06/13 18:30,0.233
MAC000070,09/06/13 19:00,0.056
MAC000070,09/06/13 19:30,0.09
MAC000070,09/06/13 20:00,0.077
MAC000070,09/06/13 20:30,0.136
MAC000070,09/06/13 21:00,0.047
MAC000070,09/06/13 21:30,0.103
MAC000070,09/06/13 22:00,0.119
MAC000070,09/06/13 22:30,0.263
MAC000070,09/06/13 23:00,0.047
MAC000070,09/06/13 23:30,0.056
MAC000070,10/06/13 00:00,0.037
MAC000070,10/06/13 00:30,0.056
MAC000070,10/06/13 01:00,0.058
MAC000070,10/06/13 01:30,0.014
MAC000070,10/06/13 02:00,0
MAC000070,10/06/13 02:30,0.007
MAC000070,10/06/13 03:00,0.04
MAC000070,10/06/13 03:30,0.036
MAC000070,10/06/13 04:00,0.035
MAC000070,10/06/13 04:30,0.011
MAC000070,10/06/13 05:00,0
MAC000070,10/06/13 05:30,0.009
MAC000070,10/06/13 06:00,0.14
MAC000070,10/06/13 06:30,0.363
MAC000070,10/06/13 07:00,0.002
MAC000070,10/06/13 07:30,0
MAC000070,10/06/13 08:00,0.02
MAC000070,10/06/13 08:30,0.092
MAC000070,10/06/13 09:00,0.226
MAC000070,10/06/13 09:30,0.017
MAC000070,10/06/13 10:00,0.015
MAC000070,10/06/13 10:30,0.096
MAC000070,10/06/13 11:00,1000000
MAC000070,10/06/13 11:30,0.02
MAC000070,10/06/13 12:00,0.168
MAC000070,10/06/13 12:30,0
MAC000070,10/06/13 13:00,0.037
MAC000070,10/06/13 13:30,0.054
MAC000070,10/06/13 14:00,0.041
MAC000070,10/06/13 14:30,0.015
MAC000070,10/06/13 15:00,0.204
MAC000070,10/06/13 15:30,0.678
MAC000070,10/06/13 16:00,0.135
MAC000070,10/06/13 16:30,0.002
MAC000070,10/06/13 17:00,1000000
MAC000070,10/06/13 17:30,0.061
MAC000070,10/06/13 18:00,0.044
MAC000070,10/06/13 18:30,0.035
MAC000070,10/06/13 19:00,0.102
MAC000070,10/06/13 19:30,0.166
MAC000070,10/06/13 20:00,0.168
MAC000070,10/06/13 20:30,0.087
MAC000070,10/06/13 21:00,0.03
MAC000070,10/06/13 21:30,0.01
MAC000070,10/06/13 22:00,0.135
MAC000070,10/06/13 22:30,0.048
MAC000070,10/06/13 23:00,0.085
MAC000070,10/06/13 23:30,0.083
MAC000070,11/06/13 00:00,0.022
MAC000070,11/06/13 00:30,0
MAC000070,11/06/13 01:00,0
MAC000070,11/06/13 01:30,0.032
MAC000070,11/06/13 02:00,0.038
MAC000070,11/06/13 02:30,0.035
MAC000070,11/06/13 03:00,0.034
MAC000070,11/06/13 03:30,0.001
MAC000070,11/06/13 04:00,0
MAC000070,11/06/13 04:30,0.021
MAC000070,11/06/13 05:00,0.037
MAC000070,11/06/13 05:30,0.325
MAC000070,11/06/13 06:00,0.142
MAC000070,11/06/13 06:30,0.023
MAC000070,11/06/13 07:00,0.173
MAC000070,11/06/13 07:30,0.053
MAC000070,11/06/13 08:00,0.199
MAC000070,11/06/13 08:30,0.025
MAC000070,11/06/13 09:00,0.021
MAC000070,11/06/13 09:30,0.044
MAC000070,11/06/13 10:00,0.054
MAC000070,11/06/13 10:30,0.076
MAC000070,11/06/13 11:00,0.239
MAC000070,11/06/13 11:30,0.034
MAC000070,11/06/13 12:00,0.082
MAC000070,11/06/13 12:30,0.216
MAC000070,11/06/13 13:00,0.171
MAC000070,11/06/13 13:30,0.045
MAC000070,11/06/13 14:00,0.07
MAC000070,11/06/13 14:30,0.254
MAC000070,11/06/13 15:00,0.278
MAC000070,11/06/13 15:30,0.699
MAC000070,11/06/13 16:00,0.018
MAC000070,11/06/13 16:30,0.111
MAC000070,11/06/13 17:00,0.195
MAC000070,11/06/13 17:30,0.076
MAC000070,11/06/13 18:00,0.135
MAC000070,11/06/13 18:30,0.142
MAC000070,11/06/13 19:00,0.14
MAC000070,11/06/13 19:30,0.122
MAC000070,11/06/13 20:00,0.088
MAC000070,11/06/13 20:30,0.197
MAC000070,11/06/13 21:00,0.103
MAC000070,11/06/13 21:30,0.216
MAC000070,11/06/13 22:00,0.048
MAC000070,11/06/13 22:30,0.045
MAC000070,11/06/13 23:00,0.161
MAC000070,11/06/13 23:30,0.07
MAC000070,12/06/13 00:00,0.001
MAC000070,12/06/13 00:30,0
MAC000070,12/06/13 01:00,0.033
MAC000070,12/06/13 01:30,0.025
MAC000070,12/06/13 02:00,0
MAC000070,12/06/13 02:30,0
MAC000070,12/06/13 03:00,0.034
MAC000070,12/06/13 03:30,0.038
MAC000070,12/06/13 04:00,0.017
MAC000070,12/06/13 04:30,0
MAC000070,12/06/13 05:00,0.004
MAC000070,12/06/13 05:30,0.036
MAC000070,12/06/13 06:00,0.013
MAC000070,12/06/13 06:30,0.401
MAC000070,12/06/13 07:00,0.009
MAC000070,12/06/13 07:30,0.039
MAC000070,12/06/13 08:00,0.038
MAC000070,12/06/13 08:30,0.018
MAC000070,12/06/13 09:00,0.2
MAC000070,12/06/13 09:30,0.001
MAC000070,12/06/13 10:00,0.043
MAC000070,12/06/13 10:30,0.055
MAC000070,12/06/13 11:00,0.047
MAC000070,12/06/13 11:30,0.001
MAC000070,12/06/13 12:00,0.02
MAC000070,12/06/13 12:30,0.061
MAC000070,12/06/13 13:00,0.038
MAC000070,12/06/13 13:30,0.11
MAC000070,12/06/13 14:00,0.008
MAC000070,12/06/13 14:30,0.26
MAC000070,12/06/13 15:00,1.189
MAC000070,12/06/13 15:30,0.147
MAC000070,12/06/13 16:00,0.056
MAC000070,12/06/13 16:30,0.027
MAC000070,12/06/13 17:00,0.024
MAC000070,12/06/13 17:30,0.038
MAC000070,12/06/13 18:00,0.458
MAC000070,12/06/13 18:30,0.185
MAC000070,12/06/13 19:00,0.108
MAC000070,12/06/13 19:30,0.21
MAC000070,12/06/13 20:00,0.132
MAC000070,12/06/13 20:30,0.107
MAC000070,12/06/13 21:00,0.151
MAC000070,12/06/13 21:30,0.058
MAC000070,12/06/13 22:00,0.053
MAC000070,12/06/13 22:30,0.034
MAC000070,12/06/13 23:00,1000000
MAC000070,12/06/13 23:30,0.035
MAC000070,13/06/13 00:00,0.054
MAC000070,13/06/13 00:30,0.014
MAC000070,13/06/13 01:00,0
MAC000070,13/06/13 01:30,0.006
MAC000070,13/06/13 02:00,0.041
MAC000070,13/06/13 02:30,0.042
MAC000070,13/06/13 03:00,0.035
MAC000070,13/06/13 03:30,0.001
MAC000070,13/06/13 04:00,0
MAC000070,13/06/13 04:30,0.024
MAC000070,13/06/13 05:00,0.029
MAC000070,13/06/13 05:30,0.303
MAC000070,13/06/13 06:00,0.243
MAC000070,13/06/13 06:30,0.21
MAC000070,13/06/13 07:00,0.121
MAC000070,13/06/13 07:30,0.043
MAC000070,13/06/13 08:00,0.115
MAC000070,13/06/13 08:30,0.057
MAC000070,13/06/13 09:00,0.051
MAC000070,13/06/13 09:30,0.043
MAC000070,13/06/13 10:00,0.003
MAC000070,13/06/13 10:30,-0.008
MAC000070,13/06/13 11:00,0.09
MAC000070,13/06/13 11:30,0.05
MAC000070,13/06/13 12:00,0.059
MAC000070,13/06/13 12:30,0.129
MAC000070,13/06/13 13:00,0.157
MAC000070,13/06/13 13:30,0
MAC000070,13/06/13 14:00,0.003
MAC000070,13/06/13 14:30,0
MAC000070,13/06/13 15:00,0.218
MAC000070,13/06/13 15:30,0.337
MAC000070,13/06/13 16:00,0
MAC000070,13/06/13 16:30,0
MAC000070,13/06/13 17:00,0.064
MAC000070,13/06/13 17:30,0.033
MAC000070,13/06/13 18:00,0.072
MAC000070,13/06/13 18:30,0.241
MAC000070,13/06/13 19:00,0.071
MAC000070,13/06/13 19:30,0.071
MAC000070,13/06/13 20:00,0.167
MAC000070,13/06/13 20:30,0.177
MAC000070,13/06/13 21:00,0.058
MAC000070,13/06/13 21:30,0.104
MAC000070,13/06/13 22:00,0.031
MAC000070,13/06/13 22:30,0.233
MAC000070,13/06/13 23:00,0.038
MAC000070,13/06/13 23:30,0.039
MAC000070,14/06/13 00:00,0.038
MAC000070,14/06/13 00:30,0.002
MAC000070,14/06/13 01:00,0
MAC000070,14/06/13 01:30,0.022
MAC000070,14/06/13 02:00,0.038
MAC000070,14/06/13 02:30,0.013
MAC000070,14/06/13 03:00,0
MAC000070,14/06/13 03:30,0.013
MAC000070,14/06/13 04:00,0.039
MAC000070,14/06/13 04:30,0.011
MAC000070,14/06/13 05:00,0
MAC000070,14/06/13 05:30,0.074
MAC000070,14/06/13 06:00,0.4
MAC000070,14/06/13 06:30,0.03
MAC000070,14/06/13 07:00,0.184
MAC000070,14/06/13 07:30,0.031
MAC000070,14/06/13 08:00,0.278
MAC000070,14/06/13 08:30,0.078
MAC000070,14/06/13 09:00,0.058
MAC000070,14/06/13 09:30,0.037
MAC000070,14/06/13 10:00,0.039
MAC000070,14/06/13 10:30,0.04
MAC000070,14/06/13 11:00,0.024
MAC000070,14/06/13 11:30,0
MAC000070,14/06/13 12:00,0.057
MAC000070,14/06/13 12:30,0.386
MAC000070,14/06/13 13:00,0.013
MAC000070,14/06/13 13:30,0.023
MAC000070,14/06/13 14:00,0.076
MAC000070,14/06/13 14:30,0.038
MAC000070,14/06/13 15:00,0.012
MAC000070,14/06/13 15:30,0.011
MAC000070,14/06/13 16:00,0.041
MAC000070,14/06/13 16:30,0.037
MAC000070,14/06/13 17:00,0.224
MAC000070,14/06/13 17:30,0.019
MAC000070,14/06/13 18:00,0.083
MAC000070,14/06/13 18:30,0.045
MAC000070,14/06/13 19:00,0.017
MAC000070,14/06/13 19:30,0.079
MAC000070,14/06/13 20:00,0.085
MAC000070,14/06/13 20:30,0.099
MAC000070,14/06/13 21:00,0.108
MAC000070,14/06/13 21:30,0.081
MAC000070,14/06/13 22:00,0.077
MAC000070,14/06/13 22:30,0.058
MAC000070,14/06/13 23:00,0.168
MAC000070,14/06/13 23:30,0.22
MAC000070,15/06/13 00:00,0.015
MAC000070,15/06/13 00:30,0.083
MAC000070,15/06/13 01:00,0
MAC000070,15/06/13 01:30,0.019
MAC000070,15/06/13 02:00,0
MAC000070,15/06/13 02:30,0.011
MAC000070,15/06/13 03:00,0.008
MAC000070,15/06/13 03:30,0.003
MAC000070,15/06/13 04:00,0.016
MAC000070,15/06/13 04:30,0
MAC000070,15/06/13 05:00,0.019
MAC000070,15/06/13 05:30,0
MAC000070,15/06/13 06:00,0.019
MAC000070,15/06/13 06:30,0
MAC000070,15/06/13 07:00,0.019
MAC000070,15/06/13 07:30,0
MAC000070,15/06/13 08:00,0.019
MAC000070,15/06/13 08:30,0.019
MAC000070,15/06/13 09:00,0.455
MAC000070,15/06/13 09:30,0.044
MAC000070,15/06/13 10:00,0.064
MAC000070,15/06/13 10:30,0.196
MAC000070,15/06/13 11:00,0.01
MAC000070,15/06/13 11:30,0.06
MAC000070,15/06/13 12:00,0.071
MAC000070,15/06/13 12:30,0.024
MAC000070,15/06/13 13:00,0.16
MAC000070,15/06/13 13:30,0.031
MAC000070,15/06/13 14:00,0.062
MAC000070,15/06/13 14:30,0.109
MAC000070,15/06/13 15:00,0.033
MAC000070,15/06/13 15:30,0.071
MAC000070,15/06/13 16:00,0.348
MAC000070,15/06/13 16:30,0.835
MAC000070,15/06/13 17:00,0.318
MAC000070,15/06/13 17:30,0.475
MAC000070,15/06/13 18:00,0.207
MAC000070,15/06/13 18:30,0.149
MAC000070,15/06/13 19:00,0.085
MAC000070,15/06/13 19:30,0.08
MAC000070,15/06/13 20:00,0.434
MAC000070,15/06/13 20:30,0.152
MAC000070,15/06/13 21:00,0.077
MAC000070,15/06/13 21:30,0.15
MAC000070,15/06/13 22:00,0.102
MAC000070,15/06/13 22:30,0.101
MAC000070,15/06/13 23:00,0.085
MAC000070,15/06/13 23:30,0.087
MAC000070,16/06/13 00:00,0.075
MAC000070,16/06/13 00:30,0.082
MAC000070,16/06/13 01:00,0.036
MAC000070,16/06/13 01:30,0.01
MAC000070,16/06/13 02:00,0
MAC000070,16/06/13 02:30,0.012
MAC000070,16/06/13 03:00,0.038
MAC000070,16/06/13 03:30,0.036
MAC000070,16/06/13 04:00,0.034
MAC000070,16/06/13 04:30,0.034
MAC000070,16/06/13 05:00,0.026
MAC000070,16/06/13 05:30,0
MAC000070,16/06/13 06:00,0.02
MAC000070,16/06/13 06:30,0
MAC000070,16/06/13 07:00,0
MAC000070,16/06/13 07:30,0.031
MAC000070,16/06/13 08:00,0.035
MAC000070,16/06/13 08:30,0.034
MAC000070,16/06/13 09:00,0.147
MAC000070,16/06/13 09:30,0.274
MAC000070,16/06/13 10:00,0.131
MAC000070,16/06/13 10:30,0.116
MAC000070,16/06/13 11:00,0.017
MAC000070,16/06/13 11:30,0.061
MAC000070,16/06/13 12:00,0.158
MAC000070,16/06/13 12:30,0
MAC000070,16/06/13 13:00,0.044
MAC000070,16/06/13 13:30,0.081
MAC000070,16/06/13 14:00,0.06
MAC000070,16/06/13 14:30,0
MAC000070,16/06/13 15:00,0.157
MAC000070,16/06/13 15:30,0.1
MAC000070,16/06/13 16:00,0.218
MAC000070,16/06/13 16:30,0.074
MAC000070,16/06/13 17:00,0.136
MAC000070,16/06/13 17:30,0.222
MAC000070,16/06/13 18:00,0.038
MAC000070,16/06/13 18:30,0.09
MAC000070,16/06/13 19:00,0.047
MAC000070,16/06/13 19:30,0.236
MAC000070,16/06/13 20:00,0.238
MAC000070,16/06/13 20:30,0.064
MAC000070,16/06/13 21:00,0.059
MAC000070,16/06/13 21:30,0.123
MAC000070,16/06/13 22:00,0.036
MAC000070,16/06/13 22:30,0.001
MAC000070,16/06/13 23:00,0
MAC000070,16/06/13 23:30,0.021
MAC000070,17/06/13 00:00,0.039
MAC000070,17/06/13 00:30,0.038
MAC000070,17/06/13 01:00,0.036
MAC000070,17/06/13 01:30,0.034
MAC000070,17/06/13 02:00,0.034
MAC000070,17/06/13 02:30,0.034
MAC000070,17/06/13 03:00,0.034
MAC000070,17/06/13 03:30,0.023
MAC000070,17/06/13 04:00,0
MAC000070,17/06/13 04:30,0
MAC000070,17/06/13 05:00,0.031
MAC000070,17/06/13 05:30,0.325
MAC000070,17/06/13 06:00,1000000
MAC000070,17/06/13 06:30,0.084
MAC000070,17/06/13 07:00,0.001
MAC000070,17/06/13 07:30,0.035
MAC000070,17/06/13 08:00,0.038
MAC000070,17/06/13 08:30,-0.188
MAC000070,17/06/13 09:00,0.01
MAC000070,17/06/13 09:30,0.021
MAC000070,17/06/13 10:00,0.015
MAC000070,17/06/13 10:30,0.035
MAC000070,17/06/13 11:00,0.017
MAC000070,17/06/13 11:30,0
MAC000070,17/06/13 12:00,0.005
MAC000070,17/06/13 12:30,0.042
MAC000070,17/06/13 13:00,0.043
MAC000070,17/06/13 13:30,0.039
MAC000070,17/06/13 14:00,0.013
MAC000070,17/06/13 14:30,0
MAC000070,17/06/13 15:00,0.018
MAC000070,17/06/13 15:30,0.226
MAC000070,17/06/13 16:00,0.21
MAC000070,17/06/13 16:30,0.086
MAC000070,17/06/13 17:00,0.022
MAC000070,17/06/13 17:30,0.011
MAC000070,17/06/13 18:00,0.216
MAC000070,17/06/13 18:30,0.234
MAC000070,17/06/13 19:00,0.11
MAC000070,17/06/13 19:30,0.162
MAC000070,17/06/13 20:00,0.216
MAC000070,17/06/13 20:30,0.135
MAC000070,17/06/13 21:00,0
MAC000070,17/06/13 21:30,0.016
MAC000070,17/06/13 22:00,0.07
MAC000070,17/06/13 22:30,0.013
MAC000070,17/06/13 23:00,0.038
MAC000070,17/06/13 23:30,0.036
MAC000070,18/06/13 00:00,0.026
MAC000070,18/06/13 00:30,0
MAC000070,18/06/13 01:00,0
MAC000070,18/06/13 01:30,0
MAC000070,18/06/13 02:00,0.036
MAC000070,18/06/13 02:30,0.026
MAC000070,18/06/13 03:00,0
MAC000070,18/06/13 03:30,0
MAC000070,18/06/13 04:00,0.03
MAC000070,18/06/13 04:30,0.036
MAC000070,18/06/13 05:00,0.02
MAC000070,18/06/13 05:30,0
MAC000070,18/06/13 06:00,0.544
MAC000070,18/06/13 06:30,0.102
MAC000070,18/06/13 07:00,0.039
MAC000070,18/06/13 07:30,0.024
MAC000070,18/06/13 08:00,0
MAC000070,18/06/13 08:30,0
MAC000070,18/06/13 09:00,0.187
MAC000070,18/06/13 09:30,0.037
MAC000070,18/06/13 10:00,0.024
MAC000070,18/06/13 10:30,0
MAC000070,18/06/13 11:00,0
MAC000070,18/06/13 11:30,0.032
MAC000070,18/06/13 12:00,0.056
MAC000070,18/06/13 12:30,0.044
MAC000070,18/06/13 13:00,0.068
MAC000070,18/06/13 13:30,0.023
MAC000070,18/06/13 14:00,0
MAC000070,18/06/13 14:30,0
MAC000070,18/06/13 15:00,0.039
MAC000070,18/06/13 15:30,0.796
MAC000070,18/06/13 16:00,0.076
MAC000070,18/06/13 16:30,0.004
MAC000070,18/06/13 17:00,0.04
MAC000070,18/06/13 17:30,0.038
MAC000070,18/06/13 18:00,0.035
MAC000070,18/06/13 18:30,0.035
MAC000070,18/06/13 19:00,0.374
MAC000070,18/06/13 19:30,0.194
MAC000070,18/06/13 20:00,0.096
MAC000070,18/06/13 20:30,0.053
MAC000070,18/06/13 21:00,0.01
MAC000070,18/06/13 21:30,0.012
MAC000070,18/06/13 22:00,0.046
MAC000070,18/06/13 22:30,0.045
MAC000070,18/06/13 23:00,0.174
MAC000070,18/06/13 23:30,0.056
MAC000070,19/06/13 00:00,0.014
MAC000070,19/06/13 00:30,0
MAC000070,19/06/13 01:00,0.022
MAC000070,19/06/13 01:30,0.037
MAC000070,19/06/13 02:00,0.034
MAC000070,19/06/13 02:30,0.02
MAC000070,19/06/13 03:00,0
MAC000070,19/06/13 03:30,0
MAC000070,19/06/13 04:00,0.036
MAC000070,19/06/13 04:30,0.035
MAC000070,19/06/13 05:00,0.035
MAC000070,19/06/13 05:30,0.083
MAC000070,19/06/13 06:00,0.156
MAC000070,19/06/13 06:30,0.247
MAC000070,19/06/13 07:00,0.022
MAC000070,19/06/13 07:30,0.034
MAC000070,19/06/13 08:00,0.176
MAC000070,19/06/13 08:30,0.138
MAC000070,19/06/13 09:00,0.057
MAC000070,19/06/13 09:30,0.04
MAC000070,19/06/13 10:00,0.034
MAC000070,19/06/13 10:30,0.033
MAC000070,19/06/13 11:00,0
MAC000070,19/06/13 11:30,0
MAC000070,19/06/13 12:00,0.016
MAC000070,19/06/13 12:30,0.039
MAC000070,19/06/13 13:00,0.037
MAC000070,19/06/13 13:30,0.034
MAC000070,19/06/13 14:00,0.03
MAC000070,19/06/13 14:30,0
MAC000070,19/06/13 15:00,0.687
MAC000070,19/06/13 15:30,0.874
MAC000070,19/06/13 16:00,0.09
MAC000070,19/06/13 16:30,0.083
MAC000070,19/06/13 17:00,0.075
MAC000070,19/06/13 17:30,0.055
MAC000070,19/06/13 18:00,0
MAC000070,19/06/13 18:30,0.016
MAC000070,19/06/13 19:00,0.276
MAC000070,19/06/13 19:30,0.309
MAC000070,19/06/13 20:00,0.09
MAC000070,19/06/13 20:30,0.017
MAC000070,19/06/13 21:00,0.023
MAC000070,19/06/13 21:30,0.086
MAC000070,19/06/13 22:00,0.046
MAC000070,19/06/13 22:30,0.044
MAC000070,19/06/13 23:00,0.074
MAC000070,19/06/13 23:30,0.085
MAC000070,20/06/13 00:00,0.023
MAC000070,20/06/13 00:30,0
MAC000070,20/06/13 01:00,0
MAC000070,20/06/13 01:30,0.033
MAC000070,20/06/13 02:00,0.039
MAC000070,20/06/13 02:30,0.037
MAC000070,20/06/13 03:00,0.035
MAC000070,20/06/13 03:30,0.035
MAC000070,20/06/13 04:00,0.034
MAC000070,20/06/13 04:30,0.016
MAC000070,20/06/13 05:00,0
MAC000070,20/06/13 05:30,0.159
MAC000070,20/06/13 06:00,0.335
MAC000070,20/06/13 06:30,0.038
MAC000070,20/06/13 07:00,0.035
MAC000070,20/06/13 07:30,0.237
MAC000070,20/06/13 08:00,0.111
MAC000070,20/06/13 08:30,0.018
MAC000070,20/06/13 09:00,0.053
MAC000070,20/06/13 09:30,0.045
MAC000070,20/06/13 10:00,0.034
MAC000070,20/06/13 10:30,0.012
MAC000070,20/06/13 11:00,0
MAC000070,20/06/13 11:30,0.008
MAC000070,20/06/13 12:00,0.038
MAC000070,20/06/13 12:30,0.036
MAC000070,20/06/13 13:00,0.024
MAC000070,20/06/13 13:30,0
MAC000070,20/06/13 14:00,0
MAC000070,20/06/13 14:30,0.032
MAC000070,20/06/13 15:00,0.214
MAC000070,20/06/13 15:30,-0.201
MAC000070,20/06/13 16:00,0.1
MAC000070,20/06/13 16:30,0.13
MAC000070,20/06/13 17:00,0.141
MAC000070,20/06/13 17:30,0.116
MAC000070,20/06/13 18:00,0.19
MAC000070,20/06/13 18:30,0.195
MAC000070,20/06/13 19:00,0.15
MAC000070,20/06/13 19:30,0.069
MAC000070,20/06/13 20:00,0.154
MAC000070,20/06/13 20:30,0.027
MAC000070,20/06/13 21:00,0.096
MAC000070,20/06/13 21:30,0.093
MAC000070,20/06/13 22:00,0.088
MAC000070,20/06/13 22:30,0.036
MAC000070,20/06/13 23:00,0.034
MAC000070,20/06/13 23:30,0.023
MAC000070,21/06/13 00:00,0
MAC000070,21/06/13 00:30,0
MAC000070,21/06/13 01:00,0.034
MAC000070,21/06/13 01:30,0.038
MAC000070,21/06/13 02:00,0.035
MAC000070,21/06/13 02:30,0.019
MAC000070,21/06/13 03:00,0
MAC000070,21/06/13 03:30,0
MAC000070,21/06/13 04:00,0.038
MAC000070,21/06/13 04:30,0.036
MAC000070,21/06/13 05:00,0.024
MAC000070,21/06/13 05:30,0.303
MAC000070,21/06/13 06:00,0.118
MAC000070,21/06/13 06:30,0.033
MAC000070,21/06/13 07:00,0.106
MAC000070,21/06/13 07:30,0.263
MAC000070,21/06/13 08:00,0.055
MAC000070,21/06/13 08:30,0.068
MAC000070,21/06/13 09:00,0.058
MAC000070,21/06/13 09:30,0.058
MAC000070,21/06/13 10:00,0.051
MAC000070,21/06/13 10:30,0.173
MAC000070,21/06/13 11:00,0.222
MAC000070,21/06/13 11:30,0.55
MAC000070,21/06/13 12:00,0.242
MAC000070,21/06/13 12:30,0.166
MAC000070,21/06/13 13:00,0.057
MAC000070,21/06/13 13:30,0.247
MAC000070,21/06/13 14:00,0.045
MAC000070,21/06/13 14:30,0.029
MAC000070,21/06/13 15:00,0.038
MAC000070,21/06/13 15:30,0.05
MAC000070,21/06/13 16:00,0.053
MAC000070,21/06/13 16:30,0.054
MAC000070,21/06/13 17:00,0
MAC000070,21/06/13 17:30,0.082
MAC000070,21/06/13 18:00,0.528
MAC000070,21/06/13 18:30,0.071
MAC000070,21/06/13 19:00,0.049
MAC000070,21/06/13 19:30,0.041
MAC000070,21/06/13 20:00,0.089
MAC000070,21/06/13 20:30,0.074
MAC000070,21/06/13 21:00,0.087
MAC000070,21/06/13 21:30,0.09
MAC000070,21/06/13 22:00,0.101
MAC000070,21/06/13 22:30,0.094
MAC000070,21/06/13 23:00,0.089
MAC000070,21/06/13 23:30,0.061
MAC000070,22/06/13 00:00,0.173
MAC000070,22/06/13 00:30,0.15
MAC000070,22/06/13 01:00,0.049
MAC000070,22/06/13 01:30,0.035
MAC000070,22/06/13 02:00,0.01
MAC000070,22/06/13 02:30,0
MAC000070,22/06/13 03:00,0.009
MAC000070,22/06/13 03:30,0.039
MAC000070,22/06/13 04:00,0.035
MAC000070,22/06/13 04:30,0.02
MAC000070,22/06/13 05:00,0
MAC000070,22/06/13 05:30,0
MAC000070,22/06/13 06:00,0
MAC000070,22/06/13 06:30,0.036
MAC000070,22/06/13 07:00,0.06
MAC000070,22/06/13 07:30,0.055
MAC000070,22/06/13 08:00,0.014
MAC000070,22/06/13 08:30,0
MAC000070,22/06/13 09:00,0.008
MAC000070,22/06/13 09:30,0.271
MAC000070,22/06/13 10:00,0.316
MAC000070,22/06/13 10:30,0.206
MAC000070,22/06/13 11:00,0.036
MAC000070,22/06/13 11:30,0.036
MAC000070,22/06/13 12:00,0.132
MAC000070,22/06/13 12:30,0.025
MAC000070,22/06/13 13:00,0.024
MAC000070,22/06/13 13:30,0.055
MAC000070,22/06/13 14:00,0.079
MAC000070,22/06/13 14:30,0.053
MAC000070,22/06/13 15:00,0.05
MAC000070,22/06/13 15:30,0.022
MAC000070,22/06/13 16:00,0.019
MAC000070,22/06/13 16:30,0.19
MAC000070,22/06/13 17:00,0.253
MAC000070,22/06/13 17:30,0.081
MAC000070,22/06/13 18:00,0.378
MAC000070,22/06/13 18:30,0.114
MAC000070,22/06/13 19:00,0.093
MAC000070,22/06/13 19:30,0.102
MAC000070,22/06/13 20:00,0
MAC000070,22/06/13 20:30,0.173
MAC000070,22/06/13 21:00,0.262
MAC000070,22/06/13 21:30,0.132
MAC000070,22/06/13 22:00,0.066
MAC000070,22/06/13 22:30,1000000
MAC000070,22/06/13 23:00,0.078
MAC000070,22/06/13 23:30,0.046
MAC000070,23/06/13 00:00,0.049
MAC000070,23/06/13 00:30,0.107
MAC000070,23/06/13 01:00,0.043
MAC000070,23/06/13 01:30,0.057
MAC000070,23/06/13 02:00,0.057
MAC000070,23/06/13 02:30,0.014
MAC000070,23/06/13 03:00,0
MAC000070,23/06/13 03:30,0.008
MAC000070,23/06/13 04:00,0.04
MAC000070,23/06/13 04:30,0.037
MAC000070,23/06/13 05:00,0.035
MAC000070,23/06/13 05:30,0
MAC000070,23/06/13 06:00,0.032
MAC000070,23/06/13 06:30,0.001
MAC000070,23/06/13 07:00,0
MAC000070,23/06/13 07:30,0.022
MAC000070,23/06/13 08:00,0.037
MAC000070,23/06/13 08:30,0.035
MAC000070,23/06/13 09:00,0.008
MAC000070,23/06/13 09:30,0
MAC000070,23/06/13 10:00,0.509
MAC000070,23/06/13 10:30,0.365
MAC000070,23/06/13 11:00,0.123
MAC000070,23/06/13 11:30,0.041
MAC000070,23/06/13 12:00,0.026
MAC000070,23/06/13 12:30,0
MAC000070,23/06/13 13:00,0.146
MAC000070,23/06/13 13:30,0.259
MAC000070,23/06/13 14:00,0.074
MAC000070,23/06/13 14:30,0.02
